,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReportWeekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Name,,Squad Number,Player Full Name,,mins played,Team Name,Match Name,Position Tag,As At Date,Round Name,Match Date,Yellow Card,Red Card,Goal,Assist,Dribble,Offside,Own Goal,Goal Against,Stand. Tackle,Unsucc Stand. Tackle,Tackle,Unsucc Tackle,Def Aerial,Unsucc Def Aerial,Clear,Headed Clear,Own Box Clear,Progr Rec,Unprogr Rec,Progr Inter,Unprogr Inter,Progr Regain ,Blocked Shot,Blocked Cross,Stand. Tackle Success ,Tackle Success ,Def Aerial Success ,Att 1v1,Att Aerial,Efforts on Goal,Header on Target,Header off Target,Shot on Target,Shot off Target,Att Shot Blockd,Cross,Unsucc Cross,Efficiency ,Side Back,Unsucc Side Back,Long,Unsucc Long,Forward,Unsucc Forward,Line Break,Pass into Oppo Box,Loss of Poss,Success,Unsuccess,Pass Completion ,Progr Pass Attempt ,Progr Pass Completion ,Foul Won,Foul Conceded,FK,Unsucc FK,Corner Kick,Short Corner,Unsucc Corner Kick,PK Won,PK Conceded,PK Scored,PK Missed,Throw,Unsucc Throw,Hands GK,Unsucc Hands,Ground GK,Unsucc Ground,Save Held,Save Parried,Save % ,Successful Cross,Opposition,Starts,,Unsucc Att 1v1,Att 1v1 Success % ,Unsucc Dribble,Dribble Success % ,Throw in,Opp Effort on Goal,Chance Created,Unsucc cross GK,Throw in against
1st Half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,Santiago Gallego,,14,Boston Bolts U13 MLS Next,Valeo vs. Boston Bolts U13 MLS Next 2024-10-05,DM,10/5/2024 12:00:00 AM,Round 1005,10/5/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,2,50,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,5,4,1,0,1,7,4,63.64,81.82,55.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Valeo,0,,0,,0,,0,0,0,0,0
,,11,Charlie Cutrell,,35,Boston Bolts U13 MLS Next,Valeo vs. Boston Bolts U13 MLS Next 2024-10-05,CM,10/5/2024 12:00:00 AM,Round 1005,10/5/2024 12:00:00 AM,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,2,4,2,1,44.44,0,0,0,,,1,0,1,0,0,1,0,0,0,0,100,4,0,0,0,17,9,3,3,2,21,9,70,86.67,65.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Valeo,1,,0,100,0,100,0,0,0,0,0
,,12,Cooper Jones,,35,Boston Bolts U13 MLS Next,Valeo vs. Boston Bolts U13 MLS Next 2024-10-05,RCB,10/5/2024 12:00:00 AM,Round 1005,10/5/2024 12:00:00 AM,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,3,2,3,45.45,1,0,50,,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,15,8,0,0,0,16,8,66.67,95.83,65.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Valeo,1,,0,,0,,0,0,0,0,0
,,13,Jack Ferriero,,35,Boston Bolts U13 MLS Next,Valeo vs. Boston Bolts U13 MLS Next 2024-10-05,RB,10/5/2024 12:00:00 AM,Round 1005,10/5/2024 12:00:00 AM,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,5,3,2,50,0,0,50,,,0,0,0,0,0,0,0,0,0,0,,5,0,0,1,9,5,3,0,4,14,6,70,75,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Valeo,1,,0,,0,,7,0,0,0,0
,,15,Nico Krempus,,35,Boston Bolts U13 MLS Next,Valeo vs. Boston Bolts U13 MLS Next 2024-10-05,LCB,10/5/2024 12:00:00 AM,Round 1005,10/5/2024 12:00:00 AM,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,5,0,4,2,81.82,0,0,100,,,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,14,3,3,0,0,20,3,86.96,73.91,82.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Valeo,1,,0,,0,100,0,0,0,0,0
,,17,Noah Williams,,23,Boston Bolts U13 MLS Next,Valeo vs. Boston Bolts U13 MLS Next 2024-10-05,ATT,10/5/2024 12:00:00 AM,Round 1005,10/5/2024 12:00:00 AM,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,33.33,,,0,0,1,0,0,1,0,0,0,0,100,4,0,0,0,0,2,0,0,3,4,2,66.67,33.33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Valeo,1,,0,,0,100,0,0,0,0,0
,,27,Lev Jacobs,,14,Boston Bolts U13 MLS Next,Valeo vs. Boston Bolts U13 MLS Next 2024-10-05,LB,10/5/2024 12:00:00 AM,Round 1005,10/5/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,33.33,0,0,,100,,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,4,3,1,0,0,7,3,70,70,57.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Valeo,0,,0,,0,,2,0,0,0,0
,,32,Jad Lechheb,,12,Boston Bolts U13 MLS Next,Valeo vs. Boston Bolts U13 MLS Next 2024-10-05,LW,10/5/2024 12:00:00 AM,Round 1005,10/5/2024 12:00:00 AM,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,,,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,1,0,1,1,2,2,0,100,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Valeo,0,,0,,0,100,0,0,0,0,0
,,34,Declan Walsh,,21,Boston Bolts U13 MLS Next,Valeo vs. Boston Bolts U13 MLS Next 2024-10-05,LB,10/5/2024 12:00:00 AM,Round 1005,10/5/2024 12:00:00 AM,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,1,3,1,60,0,0,66.67,,,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,6,2,1,0,2,7,2,77.78,88.89,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Valeo,1,,0,100,0,100,9,0,0,0,0
