,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReportWeekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Name,,Squad Number,Player Full Name,,mins played,Team Name,Match Name,Position Tag,As At Date,Round Name,Match Date,Yellow Card,Red Card,Goal,Assist,Dribble,Offside,Own Goal,Goal Against,Stand. Tackle,Unsucc Stand. Tackle,Tackle,Unsucc Tackle,Def Aerial,Unsucc Def Aerial,Clear,Headed Clear,Own Box Clear,Progr Rec,Unprogr Rec,Progr Inter,Unprogr Inter,Progr Regain ,Blocked Shot,Blocked Cross,Stand. Tackle Success ,Tackle Success ,Def Aerial Success ,Att 1v1,Att Aerial,Efforts on Goal,Header on Target,Header off Target,Shot on Target,Shot off Target,Att Shot Blockd,Cross,Unsucc Cross,Efficiency ,Side Back,Unsucc Side Back,Long,Unsucc Long,Forward,Unsucc Forward,Line Break,Pass into Oppo Box,Loss of Poss,Success,Unsuccess,Pass Completion ,Progr Pass Attempt ,Progr Pass Completion ,Foul Won,Foul Conceded,FK,Unsucc FK,Corner Kick,Short Corner,Unsucc Corner Kick,PK Won,PK Conceded,PK Scored,PK Missed,Throw,Unsucc Throw,Hands GK,Unsucc Hands,Ground GK,Unsucc Ground,Save Held,Save Parried,Save % ,Successful Cross,Opposition,Starts,
1st Half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,Ben Peters,,17,Boston Bolts U13,Boston Bolts U13 vs. FA EURO U13 2023-11-18,RW,11/18/2023 12:00:00 AM,Round 1118,11/18/2023 12:00:00 AM,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,100,0,0,50,,,0,0,0,0,0,0,0,0,0,1,,2,2,0,0,1,1,0,2,4,3,3,50,33.33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,FA EURO U13,1,
,,0,Benjamin Stangle,,14,Boston Bolts U13,Boston Bolts U13 vs. FA EURO U13 2023-11-18,ATT,11/18/2023 12:00:00 AM,Round 1118,11/18/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,FA EURO U13,0,
,,0,Darragh Nugent,,35,Boston Bolts U13,Boston Bolts U13 vs. FA EURO U13 2023-11-18,CM,11/18/2023 12:00:00 AM,Round 1118,11/18/2023 12:00:00 AM,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7,3,1,0,72.73,0,0,0,100,,0,0,1,0,0,1,0,0,0,0,100,13,0,1,0,5,3,1,0,4,19,3,86.36,40.91,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,FA EURO U13,1,
,,0,Drew Canal,,21,Boston Bolts U13,Boston Bolts U13 vs. FA EURO U13 2023-11-18,RB,11/18/2023 12:00:00 AM,Round 1118,11/18/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,80,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,6,1,0,0,6,3,1,0,1,12,4,75,56.25,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,FA EURO U13,1,
,,0,Hans Marten,,35,Boston Bolts U13,Boston Bolts U13 vs. FA EURO U13 2023-11-18,CM,11/18/2023 12:00:00 AM,Round 1118,11/18/2023 12:00:00 AM,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,5,1,81.82,0,0,100,0,,0,0,0,0,0,0,0,0,2,0,,13,0,0,0,2,2,0,0,3,15,2,88.24,23.53,50,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,FA EURO U13,1,
,,0,Jack Susi,,35,Boston Bolts U13,Boston Bolts U13 vs. FA EURO U13 2023-11-18,GK,11/18/2023 12:00:00 AM,Round 1118,11/18/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,50,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,6,1,1,0,0,6,2,75,100,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,,0,FA EURO U13,1,
,,0,Jackson Charles,,35,Boston Bolts U13,Boston Bolts U13 vs. FA EURO U13 2023-11-18,LW,11/18/2023 12:00:00 AM,Round 1118,11/18/2023 12:00:00 AM,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,50,0,0,,0,,0,0,0,0,0,0,0,0,0,1,,1,2,0,0,5,2,0,1,7,6,4,60,70,71.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,FA EURO U13,1,
,,0,Jasper Wylie,,18,Boston Bolts U13,Boston Bolts U13 vs. FA EURO U13 2023-11-18,CM,11/18/2023 12:00:00 AM,Round 1118,11/18/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50,0,0,,,,0,2,2,1,1,0,0,0,0,0,50,4,0,0,0,0,1,0,0,2,4,1,80,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,FA EURO U13,0,
,,0,Josep Calderon,,21,Boston Bolts U13,Boston Bolts U13 vs. FA EURO U13 2023-11-18,ATT,11/18/2023 12:00:00 AM,Round 1118,11/18/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,66.67,0,0,,,,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,1,1,0,1,2,3,2,60,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,FA EURO U13,1,
