,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReportWeekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Name,,Squad Number,Player Full Name,,mins played,Team Name,Match Name,Position Tag,As At Date,Round Name,Match Date,Yellow Card,Red Card,Goal,Assist,Dribble,Offside,Own Goal,Goal Against,Stand. Tackle,Unsucc Stand. Tackle,Tackle,Unsucc Tackle,Def Aerial,Unsucc Def Aerial,Clear,Headed Clear,Own Box Clear,Progr Rec,Unprogr Rec,Progr Inter,Unprogr Inter,Progr Regain ,Blocked Shot,Blocked Cross,Stand. Tackle Success ,Tackle Success ,Def Aerial Success ,Att 1v1,Att Aerial,Efforts on Goal,Header on Target,Header off Target,Shot on Target,Shot off Target,Att Shot Blockd,Cross,Unsucc Cross,Efficiency ,Side Back,Unsucc Side Back,Long,Unsucc Long,Forward,Unsucc Forward,Line Break,Pass into Oppo Box,Loss of Poss,Success,Unsuccess,Pass Completion ,Progr Pass Attempt ,Progr Pass Completion ,Foul Won,Foul Conceded,FK,Unsucc FK,Corner Kick,Short Corner,Unsucc Corner Kick,PK Won,PK Conceded,PK Scored,PK Missed,Throw,Unsucc Throw,Hands GK,Unsucc Hands,Ground GK,Unsucc Ground,Save Held,Save Parried,Save % ,Successful Cross,Opposition,Starts,,Unsucc Att 1v1,Att 1v1 Success % ,Unsucc Dribble,Dribble Success % ,Throw in,Opp Effort on Goal,Chance Created,Unsucc cross GK,Throw in against
1st Half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,Finn van Clief,,45,Boston Bolts U17 MLS Next,Boston Bolts U17 MLS Next vs. Bayside 2024-11-09,ATT,11/9/2024 12:00:00 AM,Round 1109,11/9/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,100,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,2,1,0,1,5,6,1,85.71,42.86,66.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Bayside,1,,0,,0,,0,0,0,0,0
,,4,Jake Ciavarro,,45,Boston Bolts U17 MLS Next,Boston Bolts U17 MLS Next vs. Bayside 2024-11-09,DM,11/9/2024 12:00:00 AM,Round 1109,11/9/2024 12:00:00 AM,0,0,0,0,3,0,0,0,3,0,1,0,0,1,0,0,0,4,0,5,5,64.29,0,1,100,100,0,0,0,0,0,0,0,0,0,0,0,,19,0,0,0,10,9,3,1,4,29,9,76.32,50,52.63,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Bayside,1,,0,,0,100,0,0,0,0,0
,,15,Jonah Greenblatt,,45,Boston Bolts U17 MLS Next,Boston Bolts U17 MLS Next vs. Bayside 2024-11-09,LB,11/9/2024 12:00:00 AM,Round 1109,11/9/2024 12:00:00 AM,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,6,1,5,1,84.62,0,0,50,,,0,0,0,0,0,0,0,0,1,1,,21,1,0,1,11,2,1,0,2,32,4,88.89,38.89,78.57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Bayside,1,,0,,0,100,8,0,1,0,0
,,25,Kaio Morais,,45,Boston Bolts U17 MLS Next,Boston Bolts U17 MLS Next vs. Bayside 2024-11-09,RW,11/9/2024 12:00:00 AM,Round 1109,11/9/2024 12:00:00 AM,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,100,0,0,,,,1,0,0,0,0,0,0,0,0,4,,2,3,0,0,5,1,1,1,2,7,4,63.64,54.55,83.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Bayside,1,,0,100,0,100,0,0,1,0,0
,,6,Marcus Cooper,,45,Boston Bolts U17 MLS Next,Boston Bolts U17 MLS Next vs. Bayside 2024-11-09,RCB,11/9/2024 12:00:00 AM,Round 1109,11/9/2024 12:00:00 AM,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,66.67,0,0,100,,,0,0,0,0,0,0,0,0,0,0,,8,0,2,0,8,3,2,0,0,18,3,85.71,61.9,76.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Bayside,1,,0,,0,100,0,0,0,0,0
,,5,Sam Cunniffe,,45,Boston Bolts U17 MLS Next,Boston Bolts U17 MLS Next vs. Bayside 2024-11-09,LCB,11/9/2024 12:00:00 AM,Round 1109,11/9/2024 12:00:00 AM,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,1,4,2,2,0,75,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,20,0,1,3,24,6,7,1,0,45,9,83.33,62.96,73.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Bayside,1,,0,,0,100,0,0,1,0,0
,,21,Vasilian Mbrice,,45,Boston Bolts U17 MLS Next,Boston Bolts U17 MLS Next vs. Bayside 2024-11-09,DM,11/9/2024 12:00:00 AM,Round 1109,11/9/2024 12:00:00 AM,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,72.73,0,0,,,,0,0,0,0,0,0,0,0,0,1,,9,0,0,0,9,2,1,1,1,18,2,90,55,81.82,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Bayside,1,,0,,0,100,0,0,1,0,0
,,13,Casey Powers,,45,Boston Bolts U17 MLS Next,Boston Bolts U17 MLS Next vs. Bayside 2024-11-09,GK,11/9/2024 12:00:00 AM,Round 1109,11/9/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,,2,0,2,0,18,0,2,0,0,22,0,100,90.91,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,,0,Bayside,1,,0,,0,,0,2,0,0,7
,,7,Logan Moniz,,45,Boston Bolts U17 MLS Next,Boston Bolts U17 MLS Next vs. Bayside 2024-11-09,CM,11/9/2024 12:00:00 AM,Round 1109,11/9/2024 12:00:00 AM,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,75,0,0,0,,0,0,0,4,0,0,3,1,0,0,2,75,5,0,0,0,3,3,0,0,4,8,3,72.73,54.55,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Bayside,1,,0,,0,100,1,0,0,0,0
