,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReportWeekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Name,,Squad Number,Player Full Name,,mins played,Team Name,Match Name,Position Tag,As At Date,Round Name,Match Date,Yellow Card,Red Card,Goal,Assist,Dribble,Offside,Own Goal,Goal Against,Stand. Tackle,Unsucc Stand. Tackle,Tackle,Unsucc Tackle,Def Aerial,Unsucc Def Aerial,Clear,Headed Clear,Own Box Clear,Progr Rec,Unprogr Rec,Progr Inter,Unprogr Inter,Progr Regain ,Blocked Shot,Blocked Cross,Stand. Tackle Success ,Tackle Success ,Def Aerial Success ,Att 1v1,Att Aerial,Efforts on Goal,Header on Target,Header off Target,Shot on Target,Shot off Target,Att Shot Blockd,Cross,Unsucc Cross,Efficiency ,Side Back,Unsucc Side Back,Long,Unsucc Long,Forward,Unsucc Forward,Line Break,Pass into Oppo Box,Loss of Poss,Success,Unsuccess,Pass Completion ,Progr Pass Attempt ,Progr Pass Completion ,Foul Won,Foul Conceded,FK,Unsucc FK,Corner Kick,Short Corner,Unsucc Corner Kick,PK Won,PK Conceded,PK Scored,PK Missed,Throw,Unsucc Throw,Hands GK,Unsucc Hands,Ground GK,Unsucc Ground,Save Held,Save Parried,Save % ,Successful Cross,Opposition,Starts,,Unsucc Att 1v1,Att 1v1 Success % ,Unsucc Dribble,Dribble Success % ,Throw in,Opp Effort on Goal
1st Half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,Aaron Choi,,45,Boston Bolts U17,Beachside vs. Boston Bolts U17 2024-05-04,GK,5/4/2024 12:00:00 AM,Round 0504,5/4/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,100,0,0,,,,0,0,0,0,0,0,0,0,0,0,,2,0,1,0,14,1,1,0,0,17,1,94.44,88.89,93.75,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,,1,Beachside,1,,0,,0,,0,9
,,0,Ben Shapiro,,45,Boston Bolts U17,Beachside vs. Boston Bolts U17 2024-05-04,DM,5/4/2024 12:00:00 AM,Round 0504,5/4/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,2,57.14,0,0,,,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,6,4,2,0,1,13,4,76.47,58.82,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Beachside,1,,0,,0,,1,0
,,0,Benjamin Wiseman,,45,Boston Bolts U17,Beachside vs. Boston Bolts U17 2024-05-04,DM,5/4/2024 12:00:00 AM,Round 0504,5/4/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,2,1,71.43,0,0,,,,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,2,2,1,1,4,8,2,80,40,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Beachside,1,,0,,0,,0,0
,,0,Eoghan Murphy,,45,Boston Bolts U17,Beachside vs. Boston Bolts U17 2024-05-04,LW,5/4/2024 12:00:00 AM,Round 0504,5/4/2024 12:00:00 AM,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,100,0,0,,,,2,0,0,0,0,0,0,0,0,3,,5,0,0,1,9,2,1,1,1,14,3,82.35,70.59,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Beachside,1,,0,100,0,100,0,0
,,0,Ian Hecker,,45,Boston Bolts U17,Beachside vs. Boston Bolts U17 2024-05-04,CM,5/4/2024 12:00:00 AM,Round 0504,5/4/2024 12:00:00 AM,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,100,0,0,100,,,1,0,3,0,0,0,3,0,0,0,0,3,1,1,0,8,3,2,1,2,12,4,75,75,75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Beachside,1,,0,100,0,100,0,0
,,0,James Hirsh,,45,Boston Bolts U17,Beachside vs. Boston Bolts U17 2024-05-04,CB,5/4/2024 12:00:00 AM,Round 0504,5/4/2024 12:00:00 AM,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,4,2,1,2,55.56,1,0,,100,,0,0,0,0,0,0,0,0,0,0,,6,0,1,0,9,3,0,0,1,16,3,84.21,68.42,76.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Beachside,1,,0,,0,100,0,0
,,0,Mason Taylor,,45,Boston Bolts U17,Beachside vs. Boston Bolts U17 2024-05-04,RW,5/4/2024 12:00:00 AM,Round 0504,5/4/2024 12:00:00 AM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,100,0,0,,,,0,0,0,0,0,0,0,0,0,2,,7,0,0,0,3,4,0,1,0,10,4,71.43,50,42.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Beachside,1,,0,,0,100,6,0
,,0,Maxim Makar,,45,Boston Bolts U17,Beachside vs. Boston Bolts U17 2024-05-04,RCB,5/4/2024 12:00:00 AM,Round 0504,5/4/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,1,0,100,1,0,,,100,0,0,0,0,0,0,0,0,0,0,,11,0,0,2,15,2,5,1,1,26,4,86.67,63.33,78.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Beachside,1,,0,,0,,2,0
,,0,Miguel Pereira,,45,Boston Bolts U17,Beachside vs. Boston Bolts U17 2024-05-04,ATT,5/4/2024 12:00:00 AM,Round 0504,5/4/2024 12:00:00 AM,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,,,,2,1,3,0,0,2,1,0,0,0,66.67,3,0,0,0,3,1,0,0,3,6,1,85.71,57.14,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Beachside,1,,0,100,0,100,0,0
