,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReportWeekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Name,,Squad Number,Player Full Name,,mins played,Team Name,Match Name,Position Tag,As At Date,Round Name,Match Date,Yellow Card,Red Card,Goal,Assist,Dribble,Offside,Own Goal,Goal Against,Stand. Tackle,Unsucc Stand. Tackle,Tackle,Unsucc Tackle,Def Aerial,Unsucc Def Aerial,Clear,Headed Clear,Own Box Clear,Progr Rec,Unprogr Rec,Progr Inter,Unprogr Inter,Progr Regain ,Blocked Shot,Blocked Cross,Stand. Tackle Success ,Tackle Success ,Def Aerial Success ,Att 1v1,Att Aerial,Efforts on Goal,Header on Target,Header off Target,Shot on Target,Shot off Target,Att Shot Blockd,Cross,Unsucc Cross,Efficiency ,Side Back,Unsucc Side Back,Long,Unsucc Long,Forward,Unsucc Forward,Line Break,Pass into Oppo Box,Loss of Poss,Success,Unsuccess,Pass Completion ,Progr Pass Attempt ,Progr Pass Completion ,Foul Won,Foul Conceded,FK,Unsucc FK,Corner Kick,Short Corner,Unsucc Corner Kick,PK Won,PK Conceded,PK Scored,PK Missed,Throw,Unsucc Throw,Hands GK,Unsucc Hands,Ground GK,Unsucc Ground,Save Held,Save Parried,Save % ,Successful Cross,Opposition,Starts,,Unsucc Att 1v1,Att 1v1 Success % ,Unsucc Dribble,Dribble Success % ,Throw in,Opp Effort on Goal
1st Half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,Aaron Choi,,45,Boston Bolts U17,Met Oval vs. Boston Bolts U17 2024-04-14,GK,4/14/2024 12:00:00 AM,Round 0414,4/14/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,100,0,0,,100,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,12,1,0,0,0,13,1,92.86,92.86,92.31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,100,0,Met Oval,1,,0,,0,,0,6
,,0,Benjamin Wiseman,,45,Boston Bolts U17,Met Oval vs. Boston Bolts U17 2024-04-14,CM,4/14/2024 12:00:00 AM,Round 0414,4/14/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,84.62,0,0,,,,0,0,1,0,0,0,1,0,0,0,0,6,1,0,0,9,3,1,0,1,15,4,78.95,63.16,75,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Met Oval,1,,0,,0,,0,0
,,0,Eoghan Murphy,,45,Boston Bolts U17,Met Oval vs. Boston Bolts U17 2024-04-14,ATT,4/14/2024 12:00:00 AM,Round 0414,4/14/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,0,,,,0,1,1,0,0,1,0,0,0,1,100,2,0,0,0,2,2,0,0,0,4,2,66.67,66.67,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Met Oval,1,,0,,0,,0,0
,,0,George Nouaime,,45,Boston Bolts U17,Met Oval vs. Boston Bolts U17 2024-04-14,CB,4/14/2024 12:00:00 AM,Round 0414,4/14/2024 12:00:00 AM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,4,1,0,42.86,1,0,,,,0,0,0,0,0,0,0,0,0,0,,9,1,1,0,12,3,3,0,1,22,4,84.62,61.54,81.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Met Oval,1,,0,,0,100,0,0
,,0,Giovanni Della Rocca,,45,Boston Bolts U17,Met Oval vs. Boston Bolts U17 2024-04-14,RWB,4/14/2024 12:00:00 AM,Round 0414,4/14/2024 12:00:00 AM,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,4,1,2,33.33,1,0,,0,,0,0,1,0,0,1,0,0,1,2,100,6,0,0,1,2,2,0,2,4,8,3,72.73,45.45,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Met Oval,1,,0,,0,100,11,0
,,0,Ian Hecker,,45,Boston Bolts U17,Met Oval vs. Boston Bolts U17 2024-04-14,CM,4/14/2024 12:00:00 AM,Round 0414,4/14/2024 12:00:00 AM,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50,0,0,,,,0,0,3,0,0,1,0,2,0,1,33.33,4,0,2,1,3,4,3,4,1,9,5,64.29,71.43,50,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,Met Oval,1,,0,,0,100,1,0
,,0,Mason Taylor,,45,Boston Bolts U17,Met Oval vs. Boston Bolts U17 2024-04-14,LWB,4/14/2024 12:00:00 AM,Round 0414,4/14/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,0,0,1,1,0,0,0,0,0,0,100,7,0,1,1,5,2,4,0,2,13,3,81.25,56.25,66.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Met Oval,1,,0,,0,,9,0
,,0,Maxim Makar,,45,Boston Bolts U17,Met Oval vs. Boston Bolts U17 2024-04-14,RCB,4/14/2024 12:00:00 AM,Round 0414,4/14/2024 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,0,40,0,0,,,100,0,0,0,0,0,0,0,0,0,0,,9,0,0,1,3,4,1,0,0,12,5,70.59,47.06,37.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Met Oval,1,,0,,0,,0,0
,,0,Miguel Pereira,,45,Boston Bolts U17,Met Oval vs. Boston Bolts U17 2024-04-14,ATT,4/14/2024 12:00:00 AM,Round 0414,4/14/2024 12:00:00 AM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,33.33,0,0,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,3,0,3,0,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Met Oval,1,,0,,0,100,0,0
