,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReportWeekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Name,,Squad Number,Player Full Name,,mins played,Team Name,Match Name,Position Tag,As At Date,Round Name,Match Date,Yellow Card,Red Card,Goal,Assist,Dribble,Offside,Own Goal,Goal Against,Stand. Tackle,Unsucc Stand. Tackle,Tackle,Unsucc Tackle,Def Aerial,Unsucc Def Aerial,Clear,Headed Clear,Own Box Clear,Progr Rec,Unprogr Rec,Progr Inter,Unprogr Inter,Progr Regain ,Blocked Shot,Blocked Cross,Stand. Tackle Success ,Tackle Success ,Def Aerial Success ,Att 1v1,Att Aerial,Efforts on Goal,Header on Target,Header off Target,Shot on Target,Shot off Target,Att Shot Blockd,Cross,Unsucc Cross,Efficiency ,Side Back,Unsucc Side Back,Long,Unsucc Long,Forward,Unsucc Forward,Line Break,Pass into Oppo Box,Loss of Poss,Success,Unsuccess,Pass Completion ,Progr Pass Attempt ,Progr Pass Completion ,Foul Won,Foul Conceded,FK,Unsucc FK,Corner Kick,Short Corner,Unsucc Corner Kick,PK Won,PK Conceded,PK Scored,PK Missed,Throw,Unsucc Throw,Hands GK,Unsucc Hands,Ground GK,Unsucc Ground,Save Held,Save Parried,Save % ,Successful Cross,Opposition,Starts,
1st Half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,Ben Shapiro,,45,Boston Bolts U17,Boston Bolts U17 vs. Seacoast U17 2023-11-05,DM,11/5/2023 12:00:00 AM,Round 1105,11/5/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,4,1,0,1,66.67,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,5,5,1,0,3,9,5,64.29,71.43,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Seacoast U17,1,
,,0,Benjamin Wiseman,,45,Boston Bolts U17,Boston Bolts U17 vs. Seacoast U17 2023-11-05,CM,11/5/2023 12:00:00 AM,Round 1105,11/5/2023 12:00:00 AM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,0,2,62.5,0,0,,,,0,0,0,0,0,0,0,0,1,0,,2,0,1,0,8,3,0,2,3,11,3,78.57,85.71,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Seacoast U17,1,
,,0,Eoghan Murphy,,45,Boston Bolts U17,Boston Bolts U17 vs. Seacoast U17 2023-11-05,ATT,11/5/2023 12:00:00 AM,Round 1105,11/5/2023 12:00:00 AM,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,50,0,0,,,100,0,0,1,0,0,1,0,0,0,0,100,2,1,0,0,3,4,1,3,3,5,5,50,70,42.86,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Seacoast U17,1,
,,0,Ian Hecker,,45,Boston Bolts U17,Boston Bolts U17 vs. Seacoast U17 2023-11-05,CM,11/5/2023 12:00:00 AM,Round 1105,11/5/2023 12:00:00 AM,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,3,0,1,50,0,0,,,100,0,0,3,0,0,1,1,1,0,1,33.33,7,0,1,0,4,5,2,1,2,12,5,70.59,58.82,50,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Seacoast U17,1,
,,0,James Hirsh,,45,Boston Bolts U17,Boston Bolts U17 vs. Seacoast U17 2023-11-05,LCB,11/5/2023 12:00:00 AM,Round 1105,11/5/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,1,2,1,71.43,1,0,,,66.67,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,15,2,1,0,0,17,3,85,95,84.21,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Seacoast U17,1,
,,0,Maxim Makar,,45,Boston Bolts U17,Boston Bolts U17 vs. Seacoast U17 2023-11-05,RCB,11/5/2023 12:00:00 AM,Round 1105,11/5/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,6,0,0,1,85.71,1,0,,100,50,0,0,0,0,0,0,0,0,0,0,,4,0,1,2,7,2,1,0,1,12,4,75,75,66.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Seacoast U17,1,
,,0,Miguel Pereira,,45,Boston Bolts U17,Boston Bolts U17 vs. Seacoast U17 2023-11-05,ATT,11/5/2023 12:00:00 AM,Round 1105,11/5/2023 12:00:00 AM,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,100,0,0,,,100,0,0,2,0,0,0,2,0,0,1,0,3,0,0,0,5,3,1,3,3,8,3,72.73,72.73,62.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Seacoast U17,1,
,,0,Nicholas Mesquita,,45,Boston Bolts U17,Boston Bolts U17 vs. Seacoast U17 2023-11-05,AM,11/5/2023 12:00:00 AM,Round 1105,11/5/2023 12:00:00 AM,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50,0,0,,,,0,0,1,0,0,1,0,0,0,2,100,3,0,0,0,4,0,0,1,3,7,0,100,57.14,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,Seacoast U17,1,
,,0,Owen Zhang,,45,Boston Bolts U17,Boston Bolts U17 vs. Seacoast U17 2023-11-05,LB,11/5/2023 12:00:00 AM,Round 1105,11/5/2023 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,0,1,50,0,0,,100,,0,0,1,0,0,1,0,0,0,2,100,2,0,0,0,9,3,3,0,1,11,3,78.57,85.71,75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,Seacoast U17,1,
