,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Action Details,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Player Full Name,,Team,Match Date,Opposition,,Action,Period,Time,,x,y,ex,ey,Dir,Video Link
Jack Seaborn,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Kick Off,1st Half,00:00,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705764&type=Action
William Spaulding,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Progr Rec,1st Half,00:18,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=706348&type=Action
William Spaulding,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Side Back,1st Half,00:18,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=706353&type=Action
Adlani Rodriguez,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Forward,1st Half,00:22,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705404&type=Action
Nate Sykora,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Side Back,1st Half,00:22,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705979&type=Action
William Spaulding,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Side Back,1st Half,00:26,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=706354&type=Action
Jack Seaborn,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Forward,1st Half,00:30,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705729&type=Action
Aiden Mejia,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Forward,1st Half,00:33,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705483&type=Action
Dean Lundquist,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Unsucc Forward,1st Half,00:36,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705657&type=Action
Jack Seaborn,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Throw-in against,1st Half,00:48,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705791&type=Action
Maman Fadi,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Unprogr Rec,1st Half,00:49,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705844&type=Action
Maman Fadi,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Unsucc Forward,1st Half,00:49,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705845&type=Action
Nate Aaron,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Unsucc Stand Tackle,1st Half,00:51,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705909&type=Action
Adlani Rodriguez,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Progr Rec,1st Half,01:08,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705433&type=Action
Adlani Rodriguez,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Side Back,1st Half,01:08,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705442&type=Action
Jack Seaborn,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Forward,1st Half,01:09,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705730&type=Action
Maman Fadi,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Forward,1st Half,01:12,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705811&type=Action
Ben Stuart,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Forward,1st Half,01:15,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=706227&type=Action
William Spaulding,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Side Back,1st Half,01:16,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=706355&type=Action
Nate Sykora,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Side Back,1st Half,01:20,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705980&type=Action
Adlani Rodriguez,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Side Back,1st Half,01:23,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705443&type=Action
Jack Seaborn,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Forward,1st Half,01:27,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705731&type=Action
Dean Lundquist,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Side Back,1st Half,01:30,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705629&type=Action
Jack Seaborn,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Forward,1st Half,01:33,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705732&type=Action
Adlani Rodriguez,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Forward,1st Half,01:36,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=705405&type=Action
William Spaulding,,Boston Bolts U16 MLS Next,2025-03-15,Bayside,,Dribble,1st Half,01:40,Video,,,,,,http://bolts.soccerintelligence.com:9090/video?id=706309&type=Action
